t,price,production,soc,action,reward,cumulative_profit,total_soc,energy_charged,energy_discharged
5122,165.672,8.4179125,0.0,2,1.394612447206798,8949.78796606433,7.43980111052587,0.0,0.0
5123,164.73,9.082485,0.0,2,1.496157729153389,8951.284123793484,7.43980111052587,0.0,0.0
5124,163.555,20.380209,0.0,1,3.3332852309743806,8954.617409024459,7.43980111052587,0.0,0.0
5125,162.38,23.481546,0.0,1,3.812933471083103,8958.430342495541,7.43980111052587,0.0,0.0
5126,161.205,34.557747,0.0,1,5.570881642183863,8964.001224137726,7.43980111052587,0.0,0.0
5127,160.03,29.24117,0.0,1,4.679464552390539,8968.680688690118,7.43980111052587,0.0,0.0
5128,158.088,52.512688,0.0,1,8.301625907064023,8976.982314597182,7.43980111052587,0.0,0.0
5129,156.145,69.03264,0.0,1,10.779100793751276,8987.761415390934,7.43980111052587,0.0,0.0
5130,154.202,53.56597,0.0,1,8.259979662905781,8996.02139505384,7.43980111052587,0.0,0.0
5131,152.26,38.509216,0.0,1,5.863413483829417,9001.88480853767,7.43980111052587,0.0,0.0
5132,152.892,50.593147,0.0,1,7.735287419925034,9009.620095957594,7.43980111052587,0.0,0.0
5133,153.525,54.52709,0.0,1,8.371271149430918,9017.991367107026,7.43980111052587,0.0,0.0
5134,154.157,68.92811,0.0,1,10.625750116645452,9028.617117223672,7.43980111052587,0.0,0.0
5135,154.79,59.165146,0.0,1,9.158172815346227,9037.775290039019,7.43980111052587,0.0,0.0
5136,155.16,98.11985,0.0,1,15.22427537913304,9052.999565418151,7.43980111052587,0.0,0.0
5137,155.53,57.96656,0.0,1,9.015539392547854,9062.015104810698,7.43980111052587,0.0,0.0
5138,155.9,49.230923,0.0,1,7.675100909845128,9069.690205720543,7.43980111052587,0.0,0.0
5139,156.27,46.593884,0.0,1,7.281226260705031,9076.971431981248,7.43980111052587,0.0,0.0
5140,157.455,47.40614,0.0,1,7.464333841509052,9084.435765822758,7.43980111052587,0.0,0.0
5141,158.64,74.43207,0.0,1,11.807903736546313,9096.243669559304,7.43980111052587,0.0,0.0
5142,159.825,129.1485,0.0,1,20.6411596630571,9116.884829222361,7.43980111052587,0.0,0.0
5143,161.01,97.69209,0.0,1,15.729403914936244,9132.614233137298,7.43980111052587,0.0,0.0
5144,158.965,51.17205,0.0,1,8.134564734729945,9140.748797872027,7.43980111052587,0.0,0.0
5145,156.92,44.52633,0.0,1,6.987071415103311,9147.735869287131,7.43980111052587,0.0,0.0
5146,154.875,49.842903,0.0,1,7.719419858969815,9155.4552891461,7.43980111052587,0.0,0.0
5147,152.83,38.988228,0.0,1,5.958570830817937,9161.41385997692,7.43980111052587,0.0,0.0
5148,154.463,47.627663,0.0,1,7.356711934150528,9168.770571911069,7.43980111052587,0.0,0.0
5149,156.095,36.551464,0.0,1,5.705500681945581,9174.476072593015,7.43980111052587,0.0,0.0
5150,157.728,28.355074,0.0,1,4.4723892144129325,9178.948461807428,7.43980111052587,0.0,0.0
5151,159.36,17.721922,0.0,1,2.824165435151198,9181.772627242579,7.43980111052587,0.0,0.0
5152,161.502,15.506681,0.0,2,2.504360067421655,9184.27698731,7.43980111052587,0.0,0.0
5153,163.645,9.082485,0.0,2,1.4863032330923713,9185.763290543093,7.43980111052587,0.0,0.0
5154,165.788,4.4304805,0.0,2,0.7345204868895059,9186.497811029982,7.43980111052587,0.0,0.0
5155,167.93,5.5381007,0.0,2,0.9300132199205818,9187.427824249902,7.43980111052587,0.0,0.0
5214,137.325,0.88609606,0.0,2,0.121683144572709,9187.549507394475,7.43980111052587,0.0,0.0
5215,133.76,0.22152402,0.0,2,0.029631053009367476,9187.579138447485,7.43980111052587,0.0,0.0
5216,131.945,2.4366417,0.0,2,0.32150269590913105,9187.900641143395,7.43980111052587,0.0,0.0
5217,130.13,12.548004,0.0,2,1.632871813430432,9189.533512956825,7.43980111052587,0.0,0.0
5218,128.315,9.575417,0.0,2,1.2286695313800975,9190.762182488204,7.43980111052587,0.0,0.0
5219,126.5,44.786594,0.0,1,5.66550433100351,9196.427686819208,7.43980111052587,0.0,0.0
5220,124.032,51.658764,0.0,1,6.407339665613174,9202.835026484821,7.43980111052587,0.0,0.0
5221,121.565,59.300007,0.0,1,7.208805412384147,9210.043831897205,7.43980111052587,0.0,0.0
5222,119.097,63.752983,0.0,1,7.592789172140943,9217.636621069345,7.43980111052587,0.0,0.0
5223,116.63,80.51151,0.0,1,9.390057592140257,9227.026678661485,7.43980111052587,0.0,0.0
5224,116.137,84.88955,0.0,1,9.858817192775401,9236.88549585426,7.43980111052587,0.0,0.0
5225,115.645,101.26059,0.0,1,11.710281127297154,9248.595776981558,7.43980111052587,0.0,0.0
5226,115.153,114.164024,0.0,1,13.146329644004275,9261.742106625563,7.43980111052587,0.0,0.0
5227,114.66,133.5908,0.0,1,15.317522413331012,9277.059629038893,7.43980111052587,0.0,0.0
5228,115.528,118.51535,0.0,1,13.69184147918227,9290.751470518075,7.43980111052587,0.0,0.0
5229,116.395,68.89397,0.0,1,8.018913689241007,9298.770384207315,7.43980111052587,0.0,0.0
5230,117.262,66.90025,0.0,1,7.844857614169436,9306.615241821484,7.43980111052587,0.0,0.0
5231,118.13,81.07779,0.0,1,9.577719519069593,9316.192961340554,7.43980111052587,0.0,0.0
5232,117.102,66.45721,0.0,1,7.7822717617440595,9323.975233102297,7.43980111052587,0.0,0.0
5233,116.075,129.37003,0.0,1,15.016626010678833,9338.991859112975,7.43980111052587,0.0,0.0
5234,115.047,106.11001,0.0,1,12.20763785075813,9351.199496963733,7.43980111052587,0.0,0.0
5235,114.02,142.883,0.0,1,16.291518902232443,9367.491015865966,7.43980111052587,0.0,0.0
5236,115.275,100.484825,0.0,1,11.583387788933427,9379.074403654899,7.43980111052587,0.0,0.0
5237,116.53,63.80559,0.0,1,7.43526580819975,9386.509669463097,7.43980111052587,0.0,0.0
5238,117.785,66.02429,0.0,1,7.776671257555532,9394.286340720653,7.43980111052587,0.0,0.0
5239,119.04,75.56803,0.0,1,8.995618462272493,9403.281959182927,7.43980111052587,0.0,0.0
5240,119.66,49.178333,0.0,1,5.88467927847191,9409.166638461398,7.43980111052587,0.0,0.0
5241,120.28,32.342506,0.0,1,3.890156744700517,9413.0567952061,7.43980111052587,0.0,0.0
5242,120.9,9.747057,0.0,2,1.178419180537016,9414.235214386636,7.43980111052587,0.0,0.0
5243,121.52,3.5443842,0.0,2,0.4307135839352077,9414.665927970571,7.43980111052587,0.0,0.0
5244,125.197,2.2846134,0.0,2,0.2860267367120115,9414.951954707283,7.43980111052587,0.0,0.0
5245,128.875,81.24898,0.0,1,10.470961891006354,9425.422916598289,7.43980111052587,0.0,0.0
5246,132.552,73.52963,0.0,1,9.74650000290703,9435.169416601197,7.43980111052587,0.0,0.0
5247,136.23,71.263695,0.0,1,9.708253283624632,9444.877669884821,7.43980111052587,0.0,0.0
5248,139.45,57.27833,0.0,1,7.987463531863684,9452.865133416684,7.43980111052587,0.0,0.0
5249,142.67,26.367714,0.0,1,3.7618817896677235,9456.627015206352,7.43980111052587,0.0,0.0
5250,145.89,12.341938,0.0,2,1.8005653098509966,9458.427580516203,7.43980111052587,0.0,0.0
5251,149.11,8.23534,0.0,2,1.227971613121792,9459.655552129325,7.43980111052587,0.0,0.0
5308,101.39,0.22152402,0.0,2,0.02246032045917889,9459.678012449784,7.43980111052587,0.0,0.0
5309,101.81,2.8798122,0.0,2,0.29319368712236943,9459.971206136906,7.43980111052587,0.0,0.0
5310,102.23,11.519249,0.0,1,1.1776128331016535,9461.148818970009,7.43980111052587,0.0,0.0
5311,102.65,16.392778,0.0,1,1.6827186136696792,9462.831537583677,7.43980111052587,0.0,0.0
5312,100.02,15.94973,0.0,1,1.5952919436586375,9464.426829527336,7.43980111052587,0.0,0.0
5313,97.39,18.829542,0.0,1,1.8338090719908449,9466.260638599328,7.43980111052587,0.0,0.0
5314,94.76,19.715637,0.0,1,1.8682538419701105,9468.128892441298,7.43980111052587,0.0,0.0
5315,92.13,27.247454,0.0,1,2.5103079873775576,9470.639200428675,7.43980111052587,0.0,0.0
5316,91.535,39.6528,0.0,1,3.6296190210902286,9474.268819449766,7.43980111052587,0.0,0.0
5317,90.94,38.10213,0.0,1,3.4650078441653944,9477.73382729393,7.43980111052587,0.0,0.0
5318,90.345,35.665367,0.0,1,3.222187611731012,9480.956014905662,7.43980111052587,0.0,0.0
5319,89.75,44.747852,0.0,1,4.016119733353228,9484.972134639014,7.43980111052587,0.0,0.0
5320,86.935,60.697582,0.0,1,5.276744262733291,9490.248878901748,7.43980111052587,0.0,0.0
5321,84.12,60.919106,0.0,1,5.124515170945707,9495.373394072694,7.43980111052587,0.0,0.0
5322,81.305,70.00159,0.0,1,5.691479319055121,9501.06487339175,7.43980111052587,0.0,0.0
5323,78.49,66.678734,0.0,1,5.233613535902222,9506.298486927652,7.43980111052587,0.0,0.0
5324,74.365,79.74865,0.0,1,5.9305081678751534,9512.228995095527,7.43980111052587,0.0,0.0
5325,70.24,82.628456,0.0,1,5.803823010914947,9518.032818106441,7.43980111052587,0.0,0.0
5326,66.115,84.8437,0.0,1,5.609441220847701,9523.64225932729,7.43980111052587,0.0,0.0
5327,61.99,108.989815,0.0,1,6.756278829864178,9530.398538156662,7.43980111052587,0.0,0.0
5328,65.525,108.768295,0.0,1,7.127042475205241,9537.525580631867,7.43980111052587,0.0,0.0
5329,69.06,126.49022,0.0,1,8.735414304666344,9546.260994936534,7.43980111052587,0.0,0.0
5330,72.595,123.831924,0.0,1,8.98957878220098,9555.250573718735,7.43980111052587,0.0,0.0
5331,76.13,123.38888,0.0,1,9.393595398781045,9564.644169117515,7.43980111052587,0.0,0.0
5332,78.832,119.8445,0.0,1,9.447581245674652,9574.09175036319,7.43980111052587,0.0,0.0
5333,81.535,120.06602,0.0,1,9.789582877230691,9583.88133324042,7.43980111052587,0.0,0.0
5334,84.237,116.52164,0.0,1,9.815432958254682,9593.696766198675,7.43980111052587,0.0,0.0
5335,86.94,112.97725,0.0,1,9.82224216360308,9603.519008362278,7.43980111052587,0.0,0.0
5336,90.572,106.9961,0.0,1,9.690850950347043,9613.209859312625,7.43980111052587,0.0,0.0
5337,94.205,102.56562,0.0,1,9.66219438150475,9622.87205369413,7.43980111052587,0.0,0.0
5338,97.838,95.69838,0.0,1,9.362937803459737,9632.23499149759,7.43980111052587,0.0,0.0
5339,101.47,82.18541,0.0,1,8.339353723289863,9640.574345220879,7.43980111052587,0.0,0.0
5340,107.757,64.46349,0.0,1,6.946392294609374,9647.520737515488,7.43980111052587,0.0,0.0
5341,114.045,68.67245,0.0,1,7.8317491517682996,9655.352486667256,7.43980111052587,0.0,0.0
5342,120.333,48.735283,0.0,1,5.864462996342463,9661.216949663598,7.43980111052587,0.0,0.0
5343,126.62,48.292236,0.0,1,6.114762987335917,9667.331712650934,7.43980111052587,0.0,0.0
5344,127.395,22.152403,0.0,1,2.8221052617586495,9670.153817912693,7.43980111052587,0.0,0.0
5345,128.17,23.70307,0.0,1,3.038022509498634,9673.19184042219,7.43980111052587,0.0,0.0
5346,128.945,22.59545,0.0,1,2.9135703146671252,9676.105410736858,7.43980111052587,0.0,0.0
5347,129.72,9.968581,0.0,2,1.2931243184575487,9677.398535055316,7.43980111052587,0.0,0.0
5406,96.38,0.22152402,0.0,2,0.02135048511545183,9677.419885540432,7.43980111052587,0.0,0.0
5407,97.49,2.4367642,0.0,2,0.23756014456276603,9677.657445684994,7.43980111052587,0.0,0.0
5408,93.245,7.7533407,0.0,2,0.7229602558690674,9678.380405940863,7.43980111052587,0.0,0.0
5409,89.0,11.519249,0.0,1,1.0252131678181273,9679.405619108682,7.43980111052587,0.0,0.0
5410,84.755,21.044783,0.0,1,1.7836504956029406,9681.189269604285,7.43980111052587,0.0,0.0
5411,80.51,15.506681,0.0,1,1.248442923481551,9682.437712527766,7.43980111052587,0.0,0.0
5412,78.562,8.639437,0.0,1,0.6787314344673685,9683.116443962233,7.43980111052587,0.0,0.0
5413,76.615,12.183821,0.0,1,0.9334634565430469,9684.049907418777,7.43980111052587,0.0,0.0
5414,74.668,35.665367,0.0,1,2.66306164804617,9686.712969066824,7.43980111052587,0.0,0.0
5415,72.72,46.520046,0.0,1,3.3829376249749754,9690.095906691799,7.43980111052587,0.0,0.0
5416,69.645,49.853138,0.0,1,3.472021691255328,9693.567928383054,7.43980111052587,0.0,0.0
5417,66.57,43.077618,0.0,1,2.8676770818518706,9696.435605464905,7.43980111052587,0.0,0.0
5418,63.495,37.26741,0.0,1,2.366294162712426,9698.801899627617,7.43980111052587,0.0,0.0
5419,60.42,45.41592,0.0,1,2.7440382467207085,9701.545929517812,7.43980111052587,0.0,0.0
5420,56.933,63.80581,0.0,1,6.7205452981659715,9705.178585545375,7.43980111052587,0.0,0.0
5421,53.445,120.57158,0.0,1,12.413785794464433,9711.622533446125,7.43980111052587,0.0,0.0
5422,49.957,74.65479,0.0,1,3.729589444750484,9715.35206283242,7.43980111052587,0.0,0.0
5423,46.47,82.17853,0.0,1,3.8188360321942754,9719.170898864615,7.43980111052587,0.0,0.0
5424,49.095,78.56307,0.0,1,3.8570544873793455,9723.027952815806,7.43980111052587,0.0,0.0
5425,51.72,69.85377,0.0,1,3.7050670686437486,9726.6407896912,7.43980111052587,0.0,0.0
5426,54.345,73.965195,0.0,1,20.15833313477618,9730.66042832628,7.43980111052587,0.0,0.0
5427,56.97,66.246,0.0,1,6.6468208940964555,9734.434463269414,7.43980111052587,0.0,0.0
5428,61.177,77.031525,0.0,1,4.712557583298039,9739.14702074903,7.43980111052587,0.0,0.0
5429,65.385,63.899345,0.0,1,4.17805860593259,9743.325079354961,7.43980111052587,0.0,0.0
5430,69.593,64.805824,0.0,1,4.510031555150478,9747.835110910111,7.43980111052587,0.0,0.0
5431,73.8,74.11811,0.0,1,5.4699164066135255,9753.305027316725,7.43980111052587,0.0,0.0
5432,80.055,82.098366,0.0,1,6.572384815206458,9759.877412131931,7.43980111052587,0.0,0.0
5433,86.31,101.29101,0.0,1,8.742426771951674,9768.619838903884,7.43980111052587,0.0,0.0
5434,92.565,82.56495,0.0,1,7.642624730354314,9776.262463634237,7.43980111052587,0.0,0.0
5435,98.82,77.41947,0.0,1,7.650592374222443,9783.91305600846,7.43980111052587,0.0,0.0
5436,107.115,43.948044,0.0,1,4.707494846659625,9788.62055085512,7.43980111052587,0.0,0.0
5437,115.41,46.760094,0.0,1,5.396582495751296,9794.01713335087,7.43980111052587,0.0,0.0
5438,123.705,31.784948,0.0,1,3.9319570156342265,9797.949090366505,7.43980111052587,0.0,0.0
5439,132.0,24.507288,0.0,1,3.2349620184466654,9801.184052384951,7.43980111052587,0.0,0.0
5440,137.812,19.370287,0.0,1,2.6694579085989236,9803.853510293551,7.43980111052587,0.0,0.0
5441,143.625,14.128078,0.0,2,2.029145232724364,9805.882655526275,7.43980111052587,0.0,0.0
5442,149.438,12.717656,0.0,2,1.9005010505100672,9807.783156576785,7.43980111052587,0.0,0.0
5443,155.25,8.425188,0.0,2,1.3080104514980286,9809.091167028282,7.43980111052587,0.0,0.0
5501,162.05,0.22152402,0.0,2,0.03589796755508373,9809.127064995837,7.43980111052587,0.0,0.0
5502,156.28,2.8798122,0.0,2,0.4500570614230812,9809.57712205726,7.43980111052587,0.0,0.0
5503,150.51,5.0950522,0.0,2,0.7668563481916693,9810.343978405452,7.43980111052587,0.0,0.0
5504,145.87,9.968581,0.0,2,1.4541169005041834,9811.798095305956,7.43980111052587,0.0,0.0
5505,141.23,20.823257,0.0,1,2.9408687197384795,9814.738964025695,7.43980111052587,0.0,0.0
5506,136.59,22.373926,0.0,1,3.0560545647839406,9817.79501859048,7.43980111052587,0.0,0.0
5507,131.95,21.709354,0.0,1,2.864549264125537,9820.659567854605,7.43980111052587,0.0,0.0
5508,130.972,19.494114,0.0,1,2.553183075488735,9823.212750930094,7.43980111052587,0.0,0.0
5509,129.995,20.158686,0.0,1,2.6205283714989385,9825.833279301592,7.43980111052587,0.0,0.0
5510,129.017,17.721922,0.0,1,2.2864291663334706,9828.119708467926,7.43980111052587,0.0,0.0
5511,128.04,19.494114,0.0,1,2.496026333762771,9830.61573480169,7.43980111052587,0.0,0.0
5512,128.525,16.614302,0.0,1,2.1353531070736516,9832.751087908764,7.43980111052587,0.0,0.0
5513,129.01,24.589167,0.0,1,3.172248344123604,9835.923336252888,7.43980111052587,0.0,0.0
5514,129.495,40.31737,0.0,1,5.220898057113812,9841.144234310003,7.43980111052587,0.0,0.0
5515,129.98,42.754135,0.0,1,5.557182596743523,9846.701416906746,7.43980111052587,0.0,0.0
5516,130.847,60.919106,0.0,1,7.9710822226905975,9854.672499129436,7.43980111052587,0.0,0.0
5517,131.715,74.87512,0.0,1,9.862176298815394,9864.534675428251,7.43980111052587,0.0,0.0
5518,132.582,71.330734,0.0,1,9.45717146357897,9873.99184689183,7.43980111052587,0.0,0.0
5519,133.45,64.90654,0.0,1,8.661777504944128,9882.653624396773,7.43980111052587,0.0,0.0
5520,134.438,54.716434,0.0,1,7.355967834964983,9890.009592231738,7.43980111052587,0.0,0.0
5521,135.425,41.20347,0.0,1,5.579979633714174,9895.589571865452,7.43980111052587,0.0,0.0
5522,136.412,52.94424,0.0,1,7.222229796233606,9902.811801661686,7.43980111052587,0.0,0.0
5523,137.4,63.79892,0.0,1,8.765971328082255,9911.577772989769,7.43980111052587,0.0,0.0
5524,138.213,59.36844,0.0,1,8.205489858914724,9919.783262848683,7.43980111052587,0.0,0.0
5525,139.025,48.735283,0.0,1,6.775422935242294,9926.558685783926,7.43980111052587,0.0,0.0
5526,139.838,41.20347,0.0,1,5.761810537340392,9932.320496321267,7.43980111052587,0.0,0.0
5527,140.65,41.20347,0.0,1,5.79526775323536,9938.115764074502,7.43980111052587,0.0,0.0
5528,143.645,48.735283,0.0,1,7.000579949885844,9945.116344024389,7.43980111052587,0.0,0.0
5529,146.64,34.1147,0.0,1,5.002579488989396,9950.118923513379,7.43980111052587,0.0,0.0
5530,149.635,41.646515,0.0,1,6.231776405552184,9956.35069991893,7.43980111052587,0.0,0.0
5531,152.63,39.20975,0.0,1,5.984584396569208,9962.335284315499,7.43980111052587,0.0,0.0
5532,157.49,37.43756,0.0,1,5.896041245493818,9968.231325560993,7.43980111052587,0.0,0.0
5533,162.35,31.89946,0.0,1,5.17887716562647,9973.41020272662,7.43980111052587,0.0,0.0
5534,167.21,26.139835,0.0,1,4.370841717226134,9977.781044443846,7.43980111052587,0.0,0.0
5535,172.07,15.285157,0.0,2,2.630117038735111,9980.411161482582,7.43980111052587,0.0,0.0
5536,174.907,7.974865,0.0,2,1.3948596680139036,9981.806021150596,7.43980111052587,0.0,0.0
5537,177.745,5.7596245,0.0,2,1.0237444635608597,9982.829765614157,7.43980111052587,0.0,0.0
5538,180.582,6.2026725,0.0,2,1.1200910197895688,9983.949856633946,7.43980111052587,0.0,0.0
5539,183.42,5.5381007,0.0,2,1.015798396938207,9984.965655030885,7.43980111052587,0.0,0.0
5600,138.102,0.88609606,0.0,2,0.12237164122905705,9985.088026672114,7.43980111052587,0.0,0.0
5601,132.075,2.8798122,0.0,2,0.38035120544825607,9985.468377877562,7.43980111052587,0.0,0.0
5602,126.047,5.7596245,0.0,2,0.7259833941796152,9986.19436127174,7.43980111052587,0.0,0.0
5603,120.02,7.974865,0.0,2,0.957143266736201,9987.151504538477,7.43980111052587,0.0,0.0
5604,116.843,8.196389,0.0,2,0.9576906525913608,9988.109195191068,7.43980111052587,0.0,0.0
5605,113.665,13.512965,0.0,1,1.5359511966125525,9989.64514638768,7.43980111052587,0.0,0.0
5606,110.487,8.4179125,0.0,2,0.9300699300698819,9990.57521631775,7.43980111052587,0.0,0.0
5607,107.31,19.494114,0.0,1,2.0919133542337005,9992.667129671983,7.43980111052587,0.0,0.0
5608,108.748,14.620585,0.0,1,1.5899594174322509,9994.257089089415,7.43980111052587,0.0,0.0
5609,110.185,23.70307,0.0,1,2.611722791675955,9996.868811881091,7.43980111052587,0.0,0.0
5610,111.623,35.665367,0.0,1,3.9810752978499173,10000.849887178942,7.43980111052587,0.0,0.0
5611,113.06,40.538895,0.0,1,4.583327557885416,10005.433214736828,7.43980111052587,0.0,0.0
5612,112.36,37.216034,0.0,1,4.181593746338703,10009.614808483166,7.43980111052587,0.0,0.0
5613,111.66,35.443844,0.0,1,3.957659544289442,10013.572468027454,7.43980111052587,0.0,0.0
5614,110.96,44.747852,0.0,1,4.965221678137873,10018.537689705592,7.43980111052587,0.0,0.0
5615,110.26,76.42579,0.0,1,8.426707290374075,10026.964396995967,7.43980111052587,0.0,0.0
5616,110.89,54.937958,0.0,1,6.092070066654997,10033.056467062623,7.43980111052587,0.0,0.0
5617,111.52,74.87512,0.0,1,8.350073270651727,10041.406540333275,7.43980111052587,0.0,0.0
5618,112.15,60.47606,0.0,1,6.782389865693433,10048.188930198969,7.43980111052587,0.0,0.0
5619,112.78,66.678734,0.0,1,7.520027195554244,10055.708957394523,7.43980111052587,0.0,0.0
5620,115.562,72.21683,0.0,1,8.345521395074305,10064.054478789598,7.43980111052587,0.0,0.0
5621,118.345,92.37552,0.0,1,10.932180515999766,10074.986659305598,7.43980111052587,0.0,0.0
5622,121.127,72.21683,0.0,1,8.747408058195303,10083.734067363794,7.43980111052587,0.0,0.0
5623,123.91,72.438354,0.0,1,8.975836539576608,10092.709903903371,7.43980111052587,0.0,0.0
5624,128.125,99.24276,0.0,1,12.715478788409792,10105.425382691781,7.43980111052587,0.0,0.0
5625,132.34,105.22391,0.0,1,13.925332227484702,10119.350714919266,7.43980111052587,0.0,0.0
5626,136.555,48.070713,0.0,1,6.564296144450031,10125.915011063717,7.43980111052587,0.0,0.0
5627,140.77,85.50827,0.0,1,12.036999448277983,10137.952010511994,7.43980111052587,0.0,0.0
5628,147.285,39.431274,0.0,1,5.807635439311264,10143.759645951304,7.43980111052587,0.0,0.0
5629,153.8,73.545975,0.0,1,11.311370935579536,10155.071016886885,7.43980111052587,0.0,0.0
5630,160.315,65.79263,0.0,1,10.5475461436112,10165.618563030495,7.43980111052587,0.0,0.0
5631,166.83,54.716434,0.0,1,9.128342536390072,10174.746905566886,7.43980111052587,0.0,0.0
5632,177.225,48.070713,0.0,1,8.519332021530934,10183.266237588417,7.43980111052587,0.0,0.0
5633,187.62,39.6528,0.0,1,7.439658280842834,10190.70589586926,7.43980111052587,0.0,0.0
5634,198.015,30.127266,0.0,1,5.965650738519637,10196.671546607779,7.43980111052587,0.0,0.0
5635,208.41,13.512965,0.0,2,2.8162370904502008,10199.487783698229,7.43980111052587,0.0,0.0
5694,146.928,1.7721921,0.0,2,0.26038465051198234,10199.74816834874,7.43980111052587,0.0,0.0
5695,137.45,4.8735285,0.0,2,0.6698664862068353,10200.418034834947,7.43980111052587,0.0,0.0
5696,133.757,6.2026725,0.0,2,0.8296508762445505,10201.247685711192,7.43980111052587,0.0,0.0
5697,130.065,7.3102927,0.0,2,0.9508132178445842,10202.198498929038,7.43980111052587,0.0,0.0
5698,126.373,7.974865,0.0,2,1.0078075824633723,10203.206306511502,7.43980111052587,0.0,0.0
5699,122.68,9.3040085,0.0,2,1.1414158081186192,10204.34772231962,7.43980111052587,0.0,0.0
5700,119.877,11.463238,0.0,2,1.3741785122840966,10205.721900831904,7.43980111052587,0.0,0.0
5701,117.075,14.07528,0.0,1,1.6478634633046751,10207.369764295208,7.43980111052587,0.0,0.0
5702,114.273,20.422457,0.0,1,2.333735433261933,10209.70349972847,7.43980111052587,0.0,0.0
5703,111.47,35.456947,0.0,1,3.952385784873195,10213.655885513343,7.43980111052587,0.0,0.0
5704,109.895,38.988228,0.0,1,4.284611276926893,10217.94049679027,7.43980111052587,0.0,0.0
5705,108.32,29.462694,0.0,1,3.191399095713465,10221.131895885983,7.43980111052587,0.0,0.0
5706,106.745,50.729,0.0,1,5.415067184121183,10226.546963070105,7.43980111052587,0.0,0.0
5707,105.17,36.108414,0.0,1,3.797522044962723,10230.344485115067,7.43980111052587,0.0,0.0
5708,105.47,39.874325,0.0,1,4.2055449234572215,10234.550030038525,7.43980111052587,0.0,0.0
5709,105.77,66.678734,0.0,1,7.052609296628592,10241.602639335153,7.43980111052587,0.0,0.0
5710,106.07,69.55854,0.0,1,7.3780746030871205,10248.980713938241,7.43980111052587,0.0,0.0
5711,106.37,41.86804,0.0,1,4.453503405551833,10253.434217343793,7.43980111052587,0.0,0.0
5712,106.282,31.234886,0.0,1,3.3197062515532654,10256.753923595346,7.43980111052587,0.0,0.0
5713,106.195,28.5766,0.0,1,3.0346918958473497,10259.788615491194,7.43980111052587,0.0,0.0
5714,106.108,36.32994,0.0,1,3.8548972093731027,10263.643512700566,7.43980111052587,0.0,0.0
5715,106.02,31.013363,0.0,1,3.288036734505379,10266.931549435072,7.43980111052587,0.0,0.0
5716,109.903,19.051065,0.0,1,2.0937692824791583,10269.025318717551,7.43980111052587,0.0,0.0
5717,113.785,12.626869,0.0,1,1.4367483096608855,10270.462067027212,7.43980111052587,0.0,0.0
5718,117.667,13.956014,0.0,1,1.642162217483211,10272.104229244696,7.43980111052587,0.0,0.0
5719,121.55,16.614302,0.0,1,2.01946835374287,10274.12369759844,7.43980111052587,0.0,0.0
5720,126.09,27.468979,0.0,1,3.4635635075504037,10277.58726110599,7.43980111052587,0.0,0.0
5721,130.63,17.278873,0.0,1,2.257139260315988,10279.844400366306,7.43980111052587,0.0,0.0
5722,135.17,25.253738,0.0,1,3.4135478141558533,10283.257948180462,7.43980111052587,0.0,0.0
5723,139.71,38.766705,0.0,1,5.416096163197352,10288.67404434366,7.43980111052587,0.0,0.0
5724,146.0,44.747852,0.0,1,6.533186418602464,10295.207230762262,7.43980111052587,0.0,0.0
5725,152.29,36.772987,0.0,1,5.600158256760102,10300.807389019023,7.43980111052587,0.0,0.0
5726,158.58,73.10293,0.0,1,11.59266213706948,10312.400051156092,7.43980111052587,0.0,0.0
5727,164.87,56.488625,0.0,1,9.3132796498346,10321.713330805926,7.43980111052587,0.0,0.0
5728,168.562,37.659084,0.0,1,6.347890436244394,10328.06122124217,7.43980111052587,0.0,0.0
5729,172.255,34.77927,0.0,1,5.990903369259788,10334.05212461143,7.43980111052587,0.0,0.0
5730,175.947,29.24117,0.0,1,5.144896266946559,10339.197020878377,7.43980111052587,0.0,0.0
5731,179.64,20.601734,0.0,1,3.7008954823718443,10342.89791636075,7.43980111052587,0.0,0.0
5788,172.545,0.22152402,0.0,2,0.038222862152372236,10342.936139222902,7.43980111052587,0.0,0.0
5789,164.85,1.5506681,0.0,2,0.2556276436913846,10343.191766866594,7.43980111052587,0.0,0.0
5790,157.155,4.8735285,0.0,2,0.765899364422228,10343.957666231016,7.43980111052587,0.0,0.0
5791,149.46,23.924595,0.0,1,3.5757698545173953,10347.533436085532,7.43980111052587,0.0,0.0
5792,145.74,36.772987,0.0,1,5.359295189048638,10352.89273127458,7.43980111052587,0.0,0.0
5793,142.02,45.1909,0.0,1,6.418011649758039,10359.310742924337,7.43980111052587,0.0,0.0
5794,138.3,48.95681,0.0,1,6.770726626003365,10366.081469550341,7.43980111052587,0.0,0.0
5795,134.58,60.919106,0.0,1,8.198493244244808,10374.279962794586,7.43980111052587,0.0,0.0
5796,133.955,67.786354,0.0,1,9.080320559181859,10383.360283353768,7.43980111052587,0.0,0.0
5797,133.33,72.438354,0.0,1,9.658205841511979,10393.01848919528,7.43980111052587,0.0,0.0
5798,132.705,75.09664,0.0,1,9.965700011790894,10402.98418920707,7.43980111052587,0.0,0.0
5799,132.08,82.40694,0.0,1,10.884308067505529,10413.868497274576,7.43980111052587,0.0,0.0
5800,130.215,90.3818,0.0,1,11.769066145236494,10425.637563419812,7.43980111052587,0.0,0.0
